date,open,low,high,close,volume,upper_wick,lower_wick,total_wick,pdh,pdl
2025-08-04 00:45:00-05:00,1.15726,1.1568,1.15726,1.15697,1014,0.0,0.00017,0.00017,1.15883,1.15312
2025-08-04 00:50:00-05:00,1.15697,1.15642,1.15698,1.15661,1035,9.999999999843467e-06,0.0001899999999999,0.0001999999999997,1.15883,1.15312
2025-08-04 00:55:00-05:00,1.15661,1.15627,1.15678,1.15646,1152,0.00017,0.0001900000000001,0.0003600000000001,1.15883,1.15312
2025-08-04 01:00:00-05:00,1.15646,1.15609,1.15659,1.15626,1062,0.0001299999999999,0.00017,0.0002999999999999,1.15883,1.15312
2025-08-04 01:05:00-05:00,1.15626,1.15605,1.15643,1.1561,921,0.00017,4.999999999988347e-05,0.0002199999999998,1.15883,1.15312
2025-08-04 01:10:00-05:00,1.1561,1.156,1.15633,1.15621,936,0.0001200000000001,9.9999999999989e-05,0.0002200000000001,1.15883,1.15312
2025-08-04 01:15:00-05:00,1.15621,1.1558,1.15634,1.15585,827,0.0001299999999999,5.000000000010552e-05,0.00018,1.15883,1.15312
2025-08-04 01:20:00-05:00,1.15585,1.15549,1.15587,1.15561,786,1.999999999990898e-05,0.0001200000000001,0.00014,1.15883,1.15312
2025-08-04 01:25:00-05:00,1.15561,1.15552,1.15602,1.15597,905,5.000000000010552e-05,8.999999999992347e-05,0.00014,1.15883,1.15312
2025-08-04 01:30:00-05:00,1.15597,1.15586,1.15621,1.15601,920,0.0001999999999999,0.0001099999999998,0.0003099999999998,1.15883,1.15312
2025-08-04 01:35:00-05:00,1.15601,1.15564,1.15612,1.15583,910,0.00011,0.0001899999999999,0.0002999999999999,1.15883,1.15312
2025-08-04 01:40:00-05:00,1.15583,1.15576,1.15638,1.15611,1012,0.0002699999999999,7.00000000000145e-05,0.00034,1.15883,1.15312
2025-08-04 01:45:00-05:00,1.15611,1.15596,1.15654,1.15646,1129,7.999999999985796e-05,0.0001499999999998,0.0002299999999997,1.15883,1.15312
2025-08-04 01:50:00-05:00,1.15646,1.15646,1.15737,1.15737,1270,0.0,0.0,0.0,1.15883,1.15312
2025-08-04 01:55:00-05:00,1.15737,1.15725,1.15773,1.15738,1300,0.0003499999999998,0.0001200000000001,0.0004699999999999,1.15883,1.15312
2025-08-04 02:00:00-05:00,1.15738,1.15733,1.15797,1.15785,1318,0.0001199999999998,5.000000000010552e-05,0.00017,1.15883,1.15312
2025-08-04 02:05:00-05:00,1.15785,1.15742,1.15807,1.1576,984,0.0002199999999998,0.00018,0.0003999999999999,1.15883,1.15312
2025-08-04 02:10:00-05:00,1.1576,1.15757,1.15832,1.15831,1247,1.0000000000065512e-05,2.999999999997449e-05,4.000000000004e-05,1.15883,1.15312
2025-08-04 02:15:00-05:00,1.15831,1.15821,1.15861,1.15832,1707,0.0002899999999999,9.9999999999989e-05,0.0003899999999998,1.15883,1.15312
2025-08-04 02:20:00-05:00,1.15832,1.15794,1.15856,1.15815,1227,0.00024,0.00021,0.00045,1.15883,1.15312
2025-08-04 02:25:00-05:00,1.15815,1.15773,1.15825,1.15796,1003,9.9999999999989e-05,0.0002300000000001,0.0003300000000001,1.15883,1.15312
2025-08-04 02:30:00-05:00,1.15796,1.15716,1.158,1.15723,1259,3.999999999981796e-05,7.00000000000145e-05,0.0001099999999998,1.15883,1.15312
2025-08-04 02:35:00-05:00,1.15723,1.15702,1.1574,1.15704,952,0.00017,2.0000000000131024e-05,0.0001900000000001,1.15883,1.15312
2025-08-04 02:40:00-05:00,1.15704,1.15675,1.15714,1.15678,1000,9.9999999999989e-05,2.999999999997449e-05,0.0001299999999999,1.15883,1.15312
2025-08-04 02:45:00-05:00,1.15678,1.15646,1.15686,1.15665,1188,8.000000000008001e-05,0.0001899999999999,0.0002699999999999,1.15883,1.15312
2025-08-04 02:50:00-05:00,1.15665,1.15647,1.15699,1.15699,1042,0.0,0.0001799999999998,0.0001799999999998,1.15883,1.15312
2025-08-04 02:55:00-05:00,1.15699,1.15664,1.15718,1.15668,1579,0.0001900000000001,4.000000000004e-05,0.0002300000000001,1.15883,1.15312
2025-08-04 03:00:00-05:00,1.15668,1.15616,1.15689,1.1562,1956,0.00021,3.999999999981796e-05,0.0002499999999998,1.15883,1.15312
2025-08-04 03:05:00-05:00,1.1562,1.15606,1.15666,1.15651,1510,0.00015,0.0001399999999998,0.0002899999999999,1.15883,1.15312
2025-08-04 03:10:00-05:00,1.15651,1.15632,1.15659,1.15647,1153,8.000000000008001e-05,0.00015,0.0002300000000001,1.15883,1.15312
2025-08-04 03:15:00-05:00,1.15647,1.1564,1.15724,1.15714,1290,9.9999999999989e-05,7.00000000000145e-05,0.00017,1.15883,1.15312
2025-08-04 03:20:00-05:00,1.15714,1.1571,1.1582,1.15783,1773,0.0003699999999999,4.000000000004e-05,0.00041,1.15883,1.15312
2025-08-04 03:25:00-05:00,1.15783,1.15763,1.15842,1.1584,1314,1.999999999990898e-05,0.0001999999999999,0.0002199999999998,1.15883,1.15312
2025-08-04 03:30:00-05:00,1.1584,1.15819,1.15875,1.15874,1460,9.999999999843467e-06,0.00021,0.0002199999999998,1.15883,1.15312
2025-08-04 03:35:00-05:00,1.15874,1.15802,1.15875,1.15819,1728,9.999999999843467e-06,0.00017,0.0001799999999998,1.15883,1.15312
2025-08-04 03:40:00-05:00,1.15819,1.15787,1.15861,1.15848,1568,0.0001299999999999,0.00032,0.00045,1.15883,1.15312
2025-08-04 03:45:00-05:00,1.15848,1.1581,1.15883,1.15823,1211,0.00035,0.0001300000000001,0.0004800000000002,1.15883,1.15312
2025-08-04 03:50:00-05:00,1.15823,1.15727,1.15843,1.15729,1430,0.0001999999999999,1.999999999990898e-05,0.0002199999999998,1.15883,1.15312
2025-08-04 03:55:00-05:00,1.15729,1.15719,1.15771,1.15751,1467,0.0001999999999999,9.9999999999989e-05,0.0002999999999999,1.15883,1.15312
2025-08-04 04:00:00-05:00,1.15751,1.15731,1.15838,1.15832,1852,5.999999999994898e-05,0.0001999999999999,0.0002599999999999,1.15883,1.15312
2025-08-04 04:05:00-05:00,1.15832,1.1582,1.15857,1.15844,1689,0.0001300000000001,0.0001200000000001,0.0002500000000003,1.15883,1.15312
2025-08-04 04:10:00-05:00,1.15844,1.15833,1.15879,1.15868,1486,0.00011,0.0001099999999998,0.0002199999999998,1.15883,1.15312
2025-08-04 04:15:00-05:00,1.15868,1.1582,1.15868,1.15848,1630,0.0,0.00028,0.00028,1.15883,1.15312
2025-08-04 04:20:00-05:00,1.15848,1.15811,1.15851,1.15837,1485,2.999999999997449e-05,0.0002599999999999,0.0002899999999999,1.15883,1.15312
2025-08-04 04:25:00-05:00,1.15837,1.15833,1.1588,1.15861,1358,0.0001900000000001,3.999999999981796e-05,0.0002299999999999,1.15883,1.15312
2025-08-04 04:30:00-05:00,1.15861,1.15801,1.15877,1.1582,2137,0.0001600000000001,0.0001899999999999,0.00035,1.15883,1.15312
2025-08-04 04:35:00-05:00,1.1582,1.15763,1.1582,1.15802,2274,0.0,0.0003900000000001,0.0003900000000001,1.15883,1.15312
2025-08-04 04:40:00-05:00,1.15799,1.15753,1.15821,1.15776,1831,0.0002199999999998,0.0002299999999999,0.0004499999999998,1.15883,1.15312
2025-08-04 04:45:00-05:00,1.15776,1.15745,1.15815,1.15794,1868,0.00021,0.0003099999999998,0.0005199999999998,1.15883,1.15312
2025-08-04 04:50:00-05:00,1.15794,1.15748,1.15824,1.15749,1810,0.0002999999999999,9.999999999843467e-06,0.0003099999999998,1.15883,1.15312
2025-08-04 04:55:00-05:00,1.15749,1.15729,1.15777,1.15753,1697,0.00024,0.0001999999999999,0.0004399999999999,1.15883,1.15312
2025-08-04 05:00:00-05:00,1.15753,1.15734,1.15821,1.15739,2160,0.00068,4.999999999988347e-05,0.0007299999999998,1.15883,1.15312
2025-08-04 05:05:00-05:00,1.15739,1.15728,1.15815,1.15755,2260,0.0005999999999999,0.0001099999999998,0.0007099999999997,1.15883,1.15312
2025-08-04 05:10:00-05:00,1.15755,1.15663,1.15792,1.15769,2840,0.0002299999999999,0.00092,0.0011499999999999,1.15883,1.15312
2025-08-04 05:15:00-05:00,1.15769,1.15707,1.15796,1.15714,1680,0.0002699999999999,7.00000000000145e-05,0.00034,1.15883,1.15312
2025-08-04 05:20:00-05:00,1.15714,1.15705,1.1583,1.15828,1769,2.0000000000131024e-05,9.000000000014552e-05,0.0001100000000002,1.15883,1.15312
2025-08-04 05:25:00-05:00,1.15828,1.15805,1.15871,1.15825,1942,0.0004299999999999,0.0001999999999999,0.0006299999999999,1.15883,1.15312
2025-08-04 05:30:00-05:00,1.15825,1.15797,1.15853,1.15843,1783,9.9999999999989e-05,0.00028,0.00038,1.15883,1.15312
2025-08-04 05:35:00-05:00,1.15843,1.1579,1.15856,1.15814,1473,0.0001299999999999,0.00024,0.0003699999999999,1.15883,1.15312
2025-08-04 05:40:00-05:00,1.15813,1.15739,1.15817,1.15744,1739,3.999999999981796e-05,5.000000000010552e-05,8.999999999992347e-05,1.15883,1.15312
2025-08-04 05:45:00-05:00,1.15744,1.1571,1.15771,1.15735,1936,0.0002699999999999,0.00025,0.00052,1.15883,1.15312
2025-08-04 05:50:00-05:00,1.15735,1.15595,1.15746,1.15595,2862,0.0001099999999998,0.0,0.0001099999999998,1.15883,1.15312
2025-08-04 05:55:00-05:00,1.15595,1.15569,1.15648,1.1564,3466,7.999999999985796e-05,0.0002599999999999,0.0003399999999997,1.15883,1.15312
2025-08-04 06:00:00-05:00,1.1564,1.15609,1.15659,1.15636,2180,0.0001899999999999,0.0002699999999999,0.0004599999999999,1.15883,1.15312
2025-08-04 06:05:00-05:00,1.15636,1.15617,1.15722,1.15719,1816,2.999999999997449e-05,0.0001900000000001,0.0002200000000001,1.15883,1.15312
2025-08-04 06:10:00-05:00,1.15719,1.1569,1.1575,1.15723,2428,0.0002699999999999,0.0002899999999999,0.0005599999999998,1.15883,1.15312
2025-08-04 06:15:00-05:00,1.15723,1.15685,1.15751,1.15715,1592,0.00028,0.0002999999999999,0.00058,1.15883,1.15312
2025-08-04 06:20:00-05:00,1.15715,1.15667,1.1572,1.15673,1361,5.000000000010552e-05,5.999999999994898e-05,0.00011,1.15883,1.15312
2025-08-04 06:25:00-05:00,1.15673,1.15636,1.15687,1.15656,1179,0.00014,0.0001999999999999,0.00034,1.15883,1.15312
2025-08-04 06:30:00-05:00,1.15656,1.1562,1.15691,1.15671,1438,0.0002000000000002,0.0003600000000001,0.0005600000000003,1.15883,1.15312
2025-08-04 06:35:00-05:00,1.15671,1.15663,1.15735,1.15735,1356,0.0,7.999999999985796e-05,7.999999999985796e-05,1.15883,1.15312
2025-08-04 06:40:00-05:00,1.15735,1.15692,1.15755,1.1572,1127,0.0001999999999999,0.00028,0.00048,1.15883,1.15312
2025-08-04 06:45:00-05:00,1.1572,1.15697,1.15739,1.15739,1048,0.0,0.0002299999999999,0.0002299999999999,1.15883,1.15312
2025-08-04 06:50:00-05:00,1.15739,1.15665,1.15765,1.15673,988,0.0002600000000001,8.000000000008001e-05,0.0003400000000002,1.15883,1.15312
2025-08-04 06:55:00-05:00,1.15673,1.15657,1.15696,1.15669,1468,0.0002299999999999,0.0001199999999998,0.0003499999999998,1.15883,1.15312
2025-08-04 07:00:00-05:00,1.15669,1.15634,1.15698,1.15647,1251,0.0002899999999999,0.0001300000000001,0.00042,1.15883,1.15312
2025-08-04 07:05:00-05:00,1.15647,1.15609,1.15647,1.15621,785,0.0,0.0001199999999998,0.0001199999999998,1.15883,1.15312
2025-08-04 07:10:00-05:00,1.15621,1.15611,1.15668,1.15639,911,0.0002899999999999,9.9999999999989e-05,0.0003899999999998,1.15883,1.15312
2025-08-04 07:15:00-05:00,1.15639,1.15584,1.15643,1.15589,749,4.000000000004e-05,5.000000000010552e-05,9.000000000014552e-05,1.15883,1.15312
2025-08-04 07:20:00-05:00,1.15589,1.15569,1.15604,1.15591,852,0.0001299999999999,0.0001999999999999,0.0003299999999999,1.15883,1.15312
2025-08-04 07:25:00-05:00,1.15591,1.15588,1.15657,1.15648,874,9.000000000014552e-05,2.999999999997449e-05,0.0001200000000001,1.15883,1.15312
2025-08-04 07:30:00-05:00,1.15648,1.15608,1.15658,1.15655,747,2.999999999997449e-05,0.0003999999999999,0.0004299999999999,1.15883,1.15312
2025-08-04 07:35:00-05:00,1.15655,1.15653,1.1568,1.15659,717,0.00021,1.999999999990898e-05,0.0002299999999999,1.15883,1.15312
2025-08-04 07:40:00-05:00,1.15659,1.15641,1.15692,1.15675,861,0.00017,0.00018,0.00035,1.15883,1.15312
2025-08-04 07:45:00-05:00,1.15675,1.15664,1.15724,1.15721,815,2.999999999997449e-05,0.00011,0.00014,1.15883,1.15312
2025-08-04 07:50:00-05:00,1.15721,1.15717,1.15747,1.15742,733,5.000000000010552e-05,4.000000000004e-05,9.000000000014552e-05,1.15883,1.15312
2025-08-04 07:55:00-05:00,1.15742,1.15706,1.15752,1.15718,969,0.0001000000000002,0.0001200000000001,0.0002200000000003,1.15883,1.15312
2025-08-04 08:00:00-05:00,1.15718,1.15688,1.15727,1.157,1118,8.999999999992347e-05,0.0001200000000001,0.00021,1.15883,1.15312
2025-08-04 08:05:00-05:00,1.157,1.15663,1.15706,1.15665,899,5.999999999994898e-05,1.999999999990898e-05,7.999999999985796e-05,1.15883,1.15312
2025-08-04 08:10:00-05:00,1.15665,1.15652,1.15686,1.15686,724,0.0,0.0001299999999999,0.0001299999999999,1.15883,1.15312
2025-08-04 08:15:00-05:00,1.15686,1.1568,1.15728,1.15727,610,1.0000000000065512e-05,5.999999999994898e-05,7.00000000000145e-05,1.15883,1.15312
2025-08-04 08:20:00-05:00,1.15727,1.15709,1.15737,1.15719,722,9.9999999999989e-05,9.9999999999989e-05,0.0001999999999999,1.15883,1.15312
2025-08-04 08:25:00-05:00,1.15719,1.15687,1.15735,1.15688,772,0.0001600000000001,9.999999999843467e-06,0.00017,1.15883,1.15312
2025-08-04 08:30:00-05:00,1.15688,1.1566,1.15716,1.15671,550,0.00028,0.0001099999999998,0.0003899999999998,1.15883,1.15312
2025-08-04 08:35:00-05:00,1.15671,1.15647,1.15696,1.15655,652,0.00025,7.999999999985796e-05,0.0003299999999999,1.15883,1.15312
2025-08-04 08:40:00-05:00,1.15655,1.15642,1.15665,1.15649,410,9.9999999999989e-05,7.00000000000145e-05,0.00017,1.15883,1.15312
2025-08-04 08:45:00-05:00,1.15649,1.15643,1.15733,1.15697,1092,0.0003599999999999,5.999999999994898e-05,0.0004199999999998,1.15883,1.15312
2025-08-04 08:50:00-05:00,1.15697,1.15692,1.1572,1.15715,727,5.000000000010552e-05,5.000000000010552e-05,0.0001000000000002,1.15883,1.15312
2025-08-04 08:55:00-05:00,1.15715,1.15714,1.15741,1.15728,676,0.0001299999999999,9.999999999843467e-06,0.0001399999999998,1.15883,1.15312
2025-08-04 09:00:00-05:00,1.15728,1.15719,1.15753,1.15732,691,0.00021,9.000000000014552e-05,0.0003000000000001,1.15883,1.15312
2025-08-04 09:05:00-05:00,1.15732,1.15727,1.15751,1.15742,675,9.000000000014552e-05,4.999999999988347e-05,0.00014,1.15883,1.15312
2025-08-04 09:10:00-05:00,1.15742,1.15736,1.15754,1.15748,790,5.999999999994898e-05,5.999999999994898e-05,0.0001199999999998,1.15883,1.15312
2025-08-04 09:15:00-05:00,1.15748,1.15717,1.15764,1.15724,637,0.0001599999999999,7.00000000000145e-05,0.0002299999999999,1.15883,1.15312
2025-08-04 09:20:00-05:00,1.15724,1.15724,1.15775,1.15772,722,2.999999999997449e-05,0.0,2.999999999997449e-05,1.15883,1.15312
2025-08-04 09:25:00-05:00,1.15772,1.15719,1.15775,1.1572,742,2.999999999997449e-05,1.0000000000065512e-05,4.000000000004e-05,1.15883,1.15312
2025-08-04 09:30:00-05:00,1.1572,1.15687,1.15726,1.15704,689,5.999999999994898e-05,0.00017,0.0002299999999999,1.15883,1.15312
2025-08-04 09:35:00-05:00,1.15704,1.15691,1.15712,1.15701,745,7.999999999985796e-05,9.9999999999989e-05,0.0001799999999998,1.15883,1.15312
2025-08-04 09:40:00-05:00,1.15701,1.1566,1.15707,1.15697,912,5.999999999994898e-05,0.0003699999999999,0.0004299999999999,1.15883,1.15312
2025-08-04 09:45:00-05:00,1.15697,1.15689,1.15707,1.15697,696,9.9999999999989e-05,8.000000000008001e-05,0.00018,1.15883,1.15312
2025-08-04 09:50:00-05:00,1.15697,1.15656,1.15701,1.15662,721,4.000000000004e-05,5.999999999994898e-05,9.9999999999989e-05,1.15883,1.15312
2025-08-04 09:55:00-05:00,1.15662,1.1564,1.15679,1.15652,1279,0.00017,0.0001199999999998,0.0002899999999999,1.15883,1.15312
2025-08-04 10:00:00-05:00,1.15652,1.15652,1.1569,1.15658,894,0.00032,0.0,0.00032,1.15883,1.15312
2025-08-04 10:05:00-05:00,1.15658,1.15643,1.15709,1.15699,608,9.9999999999989e-05,0.0001499999999998,0.0002499999999998,1.15883,1.15312
2025-08-04 10:10:00-05:00,1.15699,1.15666,1.15701,1.15679,498,2.0000000000131024e-05,0.0001299999999999,0.00015,1.15883,1.15312
2025-08-04 10:15:00-05:00,1.15679,1.15674,1.15721,1.15711,706,9.9999999999989e-05,4.999999999988347e-05,0.0001499999999998,1.15883,1.15312
2025-08-04 10:20:00-05:00,1.15711,1.15695,1.15711,1.1571,323,0.0,0.00015,0.00015,1.15883,1.15312
2025-08-04 10:25:00-05:00,1.1571,1.15706,1.1572,1.15711,311,8.999999999992347e-05,4.000000000004e-05,0.0001299999999999,1.15883,1.15312
2025-08-04 10:30:00-05:00,1.15711,1.15708,1.15725,1.15716,560,8.999999999992347e-05,2.999999999997449e-05,0.0001199999999998,1.15883,1.15312
2025-08-04 10:35:00-05:00,1.15716,1.1568,1.15716,1.15686,360,0.0,5.999999999994898e-05,5.999999999994898e-05,1.15883,1.15312
2025-08-04 10:40:00-05:00,1.15686,1.15657,1.15686,1.15674,502,0.0,0.00017,0.00017,1.15883,1.15312
2025-08-04 10:45:00-05:00,1.15674,1.1564,1.15675,1.15654,494,9.999999999843467e-06,0.0001399999999998,0.0001499999999996,1.15883,1.15312
2025-08-04 10:50:00-05:00,1.15654,1.15646,1.15685,1.15654,817,0.00031,7.999999999985796e-05,0.0003899999999998,1.15883,1.15312
